,ID,POS,NEG,Lemme,Definicija
13128,ENG30-10983931-n,0.0,0.0,"Frost,Robert Frost,Robert Li Frost",američki pesnik poznat po lirskim pesmama o seoskom životu u Novoj Engleskoj (1874-1963)
13129,ENG30-09599728-n,0.0,0.5,Guliver,izmišljeni Englez koji putuje u nepostojeću zemlju Liliput iz satiričnog romana Džonatana Svifta
13130,ENG30-10987176-n,0.0,0.125,"Galahad,Ser Galahad",iz legende o kralju Arturu vitez okruglog stola s najviše vrlina
13131,ENG30-11018439-n,0.0,0.5,Genoveva,po legendi žena kralja Artura; u nekim verzijama legende on je postala ljubavnica Lanselota i to je dovelo do propasti vitezova okruglog stola
13132,ENG30-09603353-n,0.0,0.5,Haklberi Fin,nevaljali dečak iz romana Mark Tvena
13133,ENG30-09604451-n,0.0,0.5,"Šerlok Holms,Holms",izmišljeni detektiv iy romana A. K. Dojla
13134,ENG30-10817102-n,0.0,0.125,"Andersen,Hans Kristijan Andersen,Hans Christian Andersen",Danski autor poznat po svojim bajkama (1805-1875).
13135,ENG30-11039860-n,0.0,0.0,"Hemingvej,Ernest Hemingvej",američki pisac romana koji je dobo Nobelovu nagradu za književnost 1954 (1899-1961)
13136,ENG30-06382072-n,0.0,0.5,Ilijada,grčki ep koji se pripisuje Homeru i koji opsiuje opsadu Troje
13137,ENG30-10551265-n,0.0,0.125,Izolda,u srednjovekovnoj legendi nevesta kralja Kornvala koja se zaljubila u kraljevog nećaka Tristana pošto su greškom popili ljubavni napitak i ostali večno zaljubljeni
13138,ENG30-09590377-n,0.0,0.125,"Bond,Džejms Bond",Britanski tajni agent 007 iz romana Jana Fleminga
13139,ENG30-11079252-n,0.0,0.0,"Džejms,Henri Džejms",pisac koji je rođen u Sjedinjenim državama ali je živeo u Engleskoj (1843-1916)
13140,ENG30-11105778-n,0.0,0.0,"Kipling,Radjard Kipling,Rudžard Kipling,Joseph Rudžard Kipling","Engleski autor romana i poezije, rođen u Indiji (1865-1936)."
13141,ENG30-09601429-n,0.0,0.0,Liliputanac,stanovnik zemlje Liliputanije visok 6 inča iz romana Džonatana Svifta
13142,ENG30-10267437-n,0.0,0.0,Mali Džon,"legendarni pratilac Robina Huda, upamćen po veličini i snazi"
13143,ENG30-11115293-n,0.0,0.5,"Lanselot,Ser Lanselot",jedan od vitezova okruglog stola u legendi o kralju Arturu; prijatelj kralja Artura dok (po nekim verzijama legende) nije postao ljubavnik Arturove žene Genoveve
13144,ENG30-11172795-n,0.0,0.0,"Melvil,Herman Melvil",Pisac romana i kratkih priča iz Sjedinjenih Američkih Država (1819-1891)
13145,ENG30-11176388-n,0.0,0.25,Merlin,po legendi čarobnjak koji se predstavljao kao savetnik Kralja Artura
13146,ENG30-11184694-n,0.0,0.0,"Molijer,Žan-Batist Poklen",francuski autor inteligentnih komedija (1622-1673)
13147,ENG30-03084420-n,0.0,0.125,računarsko kolo,kolo sa elektronskim komponentama koje je deo računara
13148,ENG30-03706653-n,0.0,0.0,"magnetni disk,disk",memorijski uređaj računara koji se sastoji od ravnog diska koji je presvučen magnetnim slojem na koji se yapisuju informacije
13149,ENG30-06382193-n,0.0,0.5,Odiseja,grčki ep koji se pripisuje Homeru koji opisuje putovanje Odiseja posle pada Troje
13150,ENG30-09602383-n,0.0,0.5,Panglos,neizlečivi optimist iz Volterovog satiričnog romana Kandid
13151,ENG30-09603120-n,0.0,0.125,Pjero,muški lik iz francuske pantomime; obično je obučen u belo i ima izbeljeno lice
13152,ENG30-11240139-n,0.0,0.0,Plutarh,grčki biograf koji je napisao Uporedne životopise (46?-120 AD)
13153,ENG30-11247298-n,0.0,0.0,"Prust,Marsel Prust",francuski romanopisac (1871-1922)
13154,ENG30-11367436-n,0.0,0.125,"Virgilije,Vergilije,Publius Vergilius Maro",Rimski pesnik; autor epske poeme 'Eneida'' (70-19 BC).
13155,ENG30-10507783-n,0.0,0.0,"Raskoljnikov,Rodion Romanovič Raskoljnikov",lik iz romana 'Zločin i kazna' Dostojevskog; on ubija staricu jer veruje da je on izuzetan pojedinac koji je iznad moralnih pravila koja važe za druge ljude
13156,ENG30-10535047-n,0.0,0.375,Robin Hud,legendarni engleski otpadnik iz XII veka koji je pljačkao bogate da b pomagao siromašne
13157,ENG30-11251788-n,0.0,0.0,"Rasin,Žan Rasin,Žan Batist Rasin",francuski pisac koji je zastupao jansenizam; pisao je uglavnom tragedije koje je zasnivao na grčkim i rimskim temama (1639-1699)
13158,ENG30-11272689-n,0.25,0.0,"Ruso,Žan Žak Ruso",francuski filozof i pisac rođen u Švajcarskoj; verovao je da je prirodnu dobrotu ljudi uništava društvo; njegove ideje su uticale na Francusku revoluciju (1712-1778)
13159,ENG30-03027335-a,0.0,0.5,šekspirovski,o Vilijemu Šekspiru i njegovom delu ili koje se tiče Šekspira i njegovog dela
13160,ENG30-11278120-n,0.5,0.0,"Sad,Fransoa Donatjen Alfons,Markiz de Sad","francuski vojnik i pisac od čijih opisa seksualnih perverizja je nastao izraz ""sadtzam"" (1740-1814)"
13161,ENG30-11295936-n,0.0,0.0,"Šo,Shaw,Bernard Šo,G. B. Shaw,George Bernard Shaw",Britanski pisac (rođen u Irskoj) (1856-1950).
13162,ENG30-11310833-n,0.0,0.125,"Spenser,Edmund Spenser",engleski pesnik koji je napisao alegoričnu romansu koja veliča Elizabetu I (1552-1599)
13163,ENG30-09603761-n,0.0,0.5,Tarzan,čovek koga su odgojili majmuni; junak serije romana od Edgara Rice Burroughs
13164,ENG30-09603919-n,0.0,0.5,Tom Sojer,"dečak, junak romana Marka Tvena"
13165,ENG30-10550951-n,0.0,0.125,Tristan,"po srednjevekovnoj legendi, nećak kralja Kornvala koji se zaljubio u nevestu svog ujaka Izoldu pošto su greškom popili ljubavni napitak od koga su ostali zaljubljeni jedan u drugoga zauvek"
13166,ENG30-03708036-n,0.0,0.0,magnetna traka,memorijski urđaj koji se sastoji od dugačke iuske plastične trake koja je presvučena oksidom gvožđa; koristila se za zapis video i audio signala kao i smeštanje računarskih podataka
13167,ENG30-03793489-n,0.0,0.125,"miš,računarski miš",elektronski uređaj koji kontroliše koordinate kursora na ekranu; pomera se po ravnoj podlozi
13168,ENG30-04539876-n,0.0,0.375,nestalna memorija,računarska memorija čiji se sadržaj briše kada se isključi struja
13169,ENG30-09604345-n,0.0,0.125,Ujak Sem,personifikacija vlade Sjedinjenih Američkih Država
13170,ENG30-11368638-n,0.0,0.0,"Volter,Fransoa Mari Arue",francuski pisac koji je oličenje prosvetiteljstva XVIII veka (1694-1778)
13171,ENG30-11397657-n,0.0,0.0,"Vordzvort,Vilijam Vordzvort",engleski romantičrski pesnik čije delo je inspirisano jeyerskom oblašću u kojoj je proveo najveći deo života (1770-1850)
13172,ENG30-11402463-n,0.0,0.0,"Jejts,Vilijam Batler Jejts",Irski pesnik i dramski pisac (1865-1939)
13173,ENG30-11407591-n,0.0,0.0,"Zola,Emil Zola",francuski pisac i kritičar; poznat i kao branilac Drajfusa (1840-1902)
13174,ENG30-00994454-v,0.0,0.0,"dekodirati,dešifrirati",pretvoriti kod u uobičajen jezik
13175,ENG30-02398521-n,0.0,0.0,"vodenkonj,nilski konj,hipopotam,Hippopotamus amphibius",Velika životinja biljojed sa debelom kožom koja živi u ili oko roka tropske Afrike.
13176,ENG30-02704983-a,0.0,0.25,"interkostalan,međurebarni",koji se nalazi ili se dešava između rebara
13177,ENG30-05289861-n,0.0,0.375,skeletni mišić,mišić koji je sa jedne ili obe strane pričvršćen na kost tako da pomera delove skeleta
13178,ENG30-05552287-n,0.0,0.5,"interkostalni mišić,međurebarni mišić",mišić između rebara; oni se kontrahuju u toku izdisaja
13179,ENG30-05512505-n,0.0,0.25,introit,ulaz u bilo koju telesnu šupljinu
13180,ENG30-09510904-n,0.0,0.25,egipatsko božanstvo,božanstvo obožavano u drevnom Egiptu
13181,ENG30-09512391-n,0.0,0.5,Izida,egipatska boginja plodnosti; sestra i žena Ozirisa
13182,ENG30-10483890-n,0.0,0.375,prorok,neko ko govori podstaknut božanskom inspiracijom; neko ko tumači božju volju
13183,ENG30-11085559-n,0.0,0.0,"Joil,Joel",jedan od 12 manjih jevrejskih proroka
13184,ENG30-10964520-n,0.0,0.25,Jezekilj,jjedan od četiri jevrejska proroka iz 6 veka pre nove ere
13185,ENG30-13096863-n,0.0,0.0,vaskularno tkivo,tkivo koje provodi vodu i hranljive materije kroz telo biljke kod viših biljaka
13186,ENG30-13097338-n,0.0,0.0,kambijum,jednoćelijski sloj tkiva kod vaskularnih biljaka koji je zadužen za sekundarni rast
13187,ENG30-14670639-n,0.0,0.125,"porculanača,kaolin","fina obično bela glina koja služi kao vatrostalna, lončarska, ciglarska i porculanska glina i u medicini kao adsorbens"
13188,ENG30-05728271-n,0.0,0.375,"Dekartov koordinatni sistem,kartezijski koordinatni sistem,Kartezijev koordinatni sistem",koordinatni sistem kod koga su koordinate tačke njene udaljosti od dve normalne prave koje se seku u koordinatnom početku
13189,ENG30-14735225-n,0.0,0.5,fosfoproteid,sadži hemijski povezanu fosfornu kiselinu
13190,ENG30-14735347-n,0.25,0.0,kazein,mlečni prtein koji se koristi za izradu plastični masa
13191,ENG30-01955463-n,0.0,0.375,"Bivalvia,klasa Bivalvia,Lamellibranchia,klasa Lamellibranchia,klasa Pelečpoda",ostrige; ?clams; ?scallops; dagnje
13192,ENG30-06143546-n,0.125,0.875,antropologija,the social science that studies the origins and social relationships of human beings
13193,ENG30-06143154-n,0.0,0.0,društvena nauka,grana nauke koje izučava društvo i odnose jedinki u njemu
13194,ENG30-06147141-n,0.0,0.375,fizička antropologija,grana antropologije koja se bavi genezom ljudskih bića i raznima varijacijama
13195,ENG30-06147308-n,0.0,0.5,kraniometrija,grana fizičke antropologije koja se bavi izučavanjem i merenjem lobanje iz koje su isključeni meki delovi
13196,ENG30-02844419-a,0.0,0.25,kraniometrijski,o kraniometriji ili koji se odnosi na kraniometriju
13197,ENG30-12849952-n,0.0,0.375,"lavanda,despik,lavandula,lavendula,Lavandula angustifolia,Lavandula officinalis","Aromatični mediteranski žbun, gaji se zbog mirisnoh svetloljubičastog cvetća koje se sući i čuva u kesicama."
13198,ENG30-03637618-n,0.0,0.125,lanceta,"hirurški nožić zašiljen na oba kraja; koristi za male rezove, npr. kod uzimanja krvi"
13199,ENG30-06677302-n,0.0,0.5,štampanje,"reprodukcija nanošenjem mastila na papir, kod pripreme teksta za izdavanje"
13200,ENG30-06680002-n,0.125,0.375,litografija,planografski metod kod koga se štampa sa metalne ili kamene površine
13201,ENG30-03081681-a,0.0,0.125,litografski,koji je proizveden korišćenjem litografije
13202,ENG30-13412721-n,0.0,0.375,platni spisak,spisak zaposlenih sa njihovim zaradama
13203,ENG30-10273669-n,0.0,0.75,Lot,sinovac Avramov; Bog je uništio Sodomu i Gomoru ali je poštedeo Lota i njegovu porodicu kojima je rečeno da beže ne osvrćući se
13204,ENG30-12854048-n,0.0,0.0,"tetrljan,macina trava,mačeća trava",Neka od raznovrsnih trava iz roda Marrubium.
13205,ENG30-08795232-n,0.0,0.25,Vitlejem,mali grad blizu Jerusalima na zapadnoj obali reke Jordan; dom Davidov i smatra se rodnim mestom Isusa
13206,ENG30-14349807-n,0.0,0.5,mastoiditis,akutna upala mastoidnih ćelija
13207,ENG30-05542193-n,0.0,0.5,mastoidni proces,proces privremene kosti iza uva u osnovi lobanje
13208,ENG30-02853434-a,0.25,0.0,mastoidni,koji se odnosi na bradavicu
13209,ENG30-03743016-n,0.125,0.0,megalit,spomenik koji se sastoji od veoma velikog kamena koji čini deo praistorijske strukture (posebno u zapadnoj Evropi)
13210,ENG30-03745571-n,0.25,0.0,menhir,visoki uspravni megalit; pronađeni uglavnom u Engleskoj i severnoj Francuskoj
13211,ENG30-02896017-a,0.0,0.25,mnemotehnički,koji se odnosi na praksu pomaganja memorisanja ili uključuje takvu praksu
13212,ENG30-05661551-n,0.125,0.375,mnemotehnika,metod ili sistem poboljšanja memorisanja
13213,ENG30-03806904-n,0.0,0.25,nankin,izdržljiva pamučna tkanina obično žute boje koja se proizvodila u luci Nanking u Kini
13214,ENG30-09371686-n,0.125,0.0,"nimbus,kišni oblak",tamnosivi oblak koji donosi kišu
13215,ENG30-09245964-n,0.0,0.0,cirus,beli oblak koji se sastoji obično od finih ledenih kristala i javlja na velikim visinama
13216,ENG30-09261960-n,0.0,0.375,kumulus,gomilast oblak
13217,ENG30-05993844-n,0.0,0.375,naučna teorija,teorija koja objašnjava naučna posmatranja
13218,ENG30-05994706-n,0.125,0.25,organicizam,"smer u sociologiji koji nastoji da obajsni društvo bilologistički, tj. sa svim zakonitostima koje vladaju u svetu živih bića"
13219,ENG30-09512913-n,0.0,0.5,Oziris,Misirski bog Sunca; brat i muž Izide; otac boga Hora
13220,ENG30-09512266-n,0.0,0.375,Hor,egipatski bog Sunca sa glavom jastreba
13221,ENG30-14648754-n,0.0,0.125,"paladijum,Pd,atomski broj 46",srebrnobeli metal iz grupe platinskih metala koji liči na platinu; javlja se u nekim rudama bakra i nikla
13222,ENG30-10301261-n,0.0,0.5,matematičar,naučnik koji se bavi metematikom
13223,ENG30-11250056-n,0.0,0.0,Pitagora,grčki filozof i matematičar koji je dokazao Pitagorinu teoremu; smatra se prvim pravim matematičarem (oko 580-500 p.n.e)
13224,ENG30-11279648-n,0.25,0.25,Samson,u Starom zavetu izraelski sudija koji se velikom snagom suprotstavljao Filistejcima; koji su ga nakon izdaje njegove žene Dalile zarobili
13225,ENG30-10323752-n,0.125,0.0,"ljubavnica,sponzoruša",žena koja održava seksualne odnose sa muškarcem iz materijalnih razloga
13226,ENG30-10929116-n,0.0,0.125,Dalila,uStarom zavetu filistinska ljubavnica Samsonova koja ga je izdala tako što mu je otsekla kosu i time ga lišila njegove velike snage
13227,ENG30-09450866-n,0.0,0.375,superior planet,any of the planets whose orbit lies outside the earth's orbit
13228,ENG30-09322087-n,0.125,0.125,gasovita planeta,neka od četiri poslednje planeta Sunčevog sistema koje su mnogo veče od sunca i po prirodi gasovite
13229,ENG30-09552681-n,0.0,0.25,rimsko božanstvo,božanstvo koje se obožavali u drevnom Rimu
13230,ENG30-09551356-n,0.0,0.25,grčko božanstvo,božanstvo koje su obožavali drevni Grci
13231,ENG30-09572425-n,0.0,0.25,Titan,u grčkoj mitologiji prvobitni divovski bogovi koji su vladali Zemljom pre nego što ih je zbacio Zevs; Titani su bili potomci Urana i Gee
13232,ENG30-05280998-n,0.0,0.25,"sfenoidna kost,sfenoid",kost u obliku leptira u sonovi lobanje
13233,ENG30-00285141-n,0.0,0.0,somnabulizam,hodanje osobe koja spava
13234,ENG30-10524973-n,0.125,0.0,čovek koji se odmara,osoba koja se odmara
13235,ENG30-10610465-n,0.0,0.375,spavač,čovek koji se odmara spavajući
13236,ENG30-10611361-n,0.0,0.0,somnabul,osoba koja hoda dok spava
13237,ENG30-07908923-n,0.0,0.25,šartrez,"aromatični biljni liker zelene ili žute bpje, aromatizovan korom od narandže ili mentom; pravi se u manastiru u blizini Grenobla u Francuskoj"
13238,ENG30-15178694-n,0.0,0.5,solarni kalendar,kalendar koji se yasniva na Sunčevim ciklusima
13239,ENG30-15175202-n,0.0,0.0,"Francuski revolucionarni kalendar,Francuski republikanski kalendar","the calendar adopted by the first French Republic in 1793 and abandoned in 1805; dates were calculated from Sept. 22, 1792"
13240,ENG30-15175640-n,0.0,0.375,"mesec Francuskog republikanskog kalendara,mesec Francuskog revolucionarnog kalendara",jedan mesec u Francuskom republikanskom kalendaru
13241,ENG30-15177549-n,0.0,0.125,termidor,jedanaesti mesec Francuskog republikanskog kalendara (od 19. jula do 17. avgusta)
13242,ENG30-15174218-n,0.0,0.0,"Gregorijanski kalendar,novi kalendar","solarni kalendar koji je danas u opštoj upotrebi; uveo ga je papa Gregor XIII 1582. godine da bi ispravio grešku Julijanskog kalendara, tako što je preskočio 5 dana čime je 5 oktobar postao 15 oktobar, uy dodatni princip da su prestupne samo one godine deljive sa 100 koje su deljive i sa 400; prihvatila ga V. Britanija i Američke kolonje 1752"
13243,ENG30-15174885-n,0.0,0.0,"Julijanski kalendar,stari kalendar","solarni kalendar koji je uveo u Rimu Julije Cezar 46 godine p.n.e. a zatim neznatno modifikovao Avgust; utvrđuje se godina od 365 dana koja je podeljena u 12 meseci, pri čemu svaka četvrta godina ima 366 dana, a svi meseci imaju 30 ili 31 dana, osim februara"
13244,ENG30-09678009-n,0.0,0.125,hrišćanin,religiozna osoba koja veruje da je Isus Hrist i koji je član neke hrišćanske denominacije
13245,ENG30-11343998-n,0.0,0.5,Tit,grčki pratilac i pomagač apostola Pavla
13246,ENG30-01034571-n,0.0,0.125,"večernja služba,vespera",bogosluženje koje se obavlja u kasno popodne ili veče
13247,ENG30-09805324-n,0.0,0.0,strelac,osoba koja je ekspert u korišćenj luka i strele
13248,ENG30-10698649-n,0.0,0.5,"Vilijam Tel,Vilhem Tel","Švajcarski junak koji je živeu početkom XIV veka i koji je poznat po tome što je vešto rukovao lukom i strelom; prema legendi jedan Austrijski guverner ga je naterao da gađa jabuku koja je bila na galvi njegovog sina, što je on uspešno i uardio"
13249,ENG30-03057021-n,0.0,0.125,"kaput,vrskaput",Gornja odeća koja pokriva telo od ramena nadole i nosi se napolju.
13250,ENG30-01906178-n,0.0,0.125,zoofit,"neki od različitih bezkičmenjaka koji nalikuje biljci, na primer sunđeri, korali, itd."
13251,ENG30-11407715-n,0.125,0.375,"Zoroastar,Zaratustra",Persijski prorok koji je učio o borbi boga dobra i boga zla (oko 628-551 p.n.e)
13252,ENG30-15177244-n,0.0,0.5,prerijal,deveti mesec Francuskog revolucionarnog kalendara (maj i juni); mesec dolina
13253,ENG30-06746580-n,0.0,0.375,saopštenje,javno obaveštenje o nečemu što se dogodilo ili će se dogoditi
13254,ENG30-06748133-n,0.0,0.5,"umrlica,nekrolog","saopštenje o nečijoj smrti, nekad uključuje i kratku biografiju"
13255,ENG30-01223257-n,0.0,0.5,presuda o zabrani upotrebe,(law) presuda kojom se proglašava nešto neupotrebljivim (na primer zemlja konfiskovana za javnu upotrebu)ili nepodesnim za upotrebu (na primer prehrambeni proizvod ili objekat koji nije bezbedan)
13256,ENG30-01189282-n,0.0,0.375,osuđujuća presuda,"(krivično pravo) pravnosnažna,osuđujuća presuda u krivičnom postupku sa dosuđenom kaznom"
13257,ENG30-01186192-n,0.0,0.25,potvrđena presuda,Presuda višeg suda kojom se potvđuje presuda nižeg suda (kao ispravna)
13258,ENG30-10165109-n,0.125,0.0,"radnik u zdravstvenoj službi,radnik u zdravstvu","Osoba koja pomaže identifikovanje, prevenciju ili lečenje bolesti ili nemoći."
13259,ENG30-08790353-n,0.0,0.25,Arkadija,grčki departman u centralnom Peloponezu
13260,ENG30-01341410-n,0.0,0.5,"neaktivan virus,uspavan virus",virus koji ostaje uspavan (neaktivan) u telu duže vreme pre nego što se pojave simptomi
13261,ENG30-00958477-n,0.0,0.5,pomorska bitka,bitka između pomorskih flota
13262,ENG30-02682039-a,0.0,0.375,kartuzijanski,koji se tiče kartuzijanskog reda
13263,ENG30-09898107-n,0.0,0.25,kartuzijanac,pripadnik kartuzijanskog reda
13264,ENG30-08149781-n,0.125,0.0,sekta,Deo veće religijske grupe.
13265,ENG30-08147794-n,0.0,0.125,"red,sveštenički red",grupa ljudi koja živi po pravilima vere
